 TITLE = "Dataset"
VARIABLES = "x" "y" "u" "v" "rho" "p" "srr" "szz" "szr"   ZONE T="Zone 1" 
I=202,J=41,K=1,ZONETYPE=Ordered 
DATAPACKING=POINT 
 -2.5  -0.0  -0.015  0.0  2.785  0.012018657313361691  0.0  0.0  0.0
0.0  0.0  -0.0  0.0  2.785  0.012018657313361691  0.0  0.0  0.0
2.5  0.0  -0.015  0.0  2.785  0.006009328706680845  0.0  0.0  0.0
5.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
7.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
10.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
12.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
15.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
17.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
20.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
22.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
25.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
27.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
30.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
32.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
35.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
37.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
40.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
42.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
45.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
47.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
50.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
52.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
55.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
57.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
60.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
62.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
65.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
67.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
70.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
72.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
75.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
77.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
80.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
82.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
85.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
87.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
90.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
92.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
95.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
97.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
100.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
102.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
105.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
107.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
110.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
112.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
115.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
117.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
120.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
122.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
125.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
127.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
130.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
132.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
135.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
137.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
140.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
142.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
145.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
147.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
150.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
152.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
155.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
157.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
160.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
162.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
165.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
167.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
170.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
172.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
175.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
177.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
180.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
182.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
185.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
187.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
190.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
192.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
195.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
197.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
200.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
202.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
205.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
207.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
210.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
212.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
215.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
217.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
220.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
222.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
225.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
227.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
230.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
232.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
235.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
237.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
240.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
242.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
245.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
247.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
250.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
252.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
255.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
257.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
260.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
262.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
265.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
267.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
270.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
272.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
275.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
277.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
280.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
282.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
285.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
287.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
290.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
292.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
295.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
297.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
300.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
302.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
305.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
307.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
310.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
312.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
315.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
317.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
320.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
322.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
325.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
327.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
330.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
332.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
335.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
337.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
340.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
342.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
345.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
347.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
350.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
352.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
355.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
357.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
360.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
362.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
365.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
367.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
370.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
372.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
375.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
377.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
380.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
382.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
385.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
387.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
390.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
392.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
395.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
397.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
400.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
402.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
405.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
407.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
410.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
412.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
415.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
417.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
420.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
422.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
425.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
427.5  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
430.0  0.0  -0.015  0.0  2.785  1.0e-10  0.0  0.0  0.0
